         table_name         |          column_name           |        data_type         | is_nullable |                            column_default                            
 template_collections       | description                    | text                     | YES         | 
 template_collections       | creator_id                     | uuid                     | NO          | 
 template_collections       | is_public                      | boolean                  | YES         | 
 template_collections       | is_featured                    | boolean                  | YES         | 
 template_collections       | template_ids                   | jsonb                    | NO          | 
 template_collections       | tags                           | jsonb                    | YES         | 
 template_collections       | thumbnail_url                  | character varying        | YES         | 
 template_collections       | view_count                     | integer                  | YES         | 
 template_collections       | follow_count                   | integer                  | YES         | 
 template_collections       | created_at                     | timestamp with time zone | YES         | now()
 template_collections       | updated_at                     | timestamp with time zone | YES         | now()
 template_collections       | tenant_id                      | uuid                     | YES         | 
 template_downloads         | id                             | integer                  | NO          | nextval('synapscale_db.template_downloads_id_seq'::regclass)
 template_downloads         | template_id                    | uuid                     | NO          | 
 template_downloads         | user_id                        | uuid                     | NO          | 
 template_downloads         | download_type                  | character varying        | YES         | 
 template_downloads         | ip_address                     | character varying        | YES         | 
 template_downloads         | user_agent                     | character varying        | YES         | 
 template_downloads         | template_version               | character varying        | YES         | 
 template_downloads         | downloaded_at                  | timestamp with time zone | YES         | now()
 template_downloads         | tenant_id                      | uuid                     | YES         | 
 template_downloads         | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 template_downloads         | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 template_favorites         | id                             | integer                  | NO          | nextval('synapscale_db.template_favorites_id_seq'::regclass)
 template_favorites         | template_id                    | uuid                     | NO          | 
 template_favorites         | user_id                        | uuid                     | NO          | 
 template_favorites         | notes                          | text                     | YES         | 
 template_favorites         | created_at                     | timestamp with time zone | YES         | now()
 template_favorites         | tenant_id                      | uuid                     | YES         | 
 template_favorites         | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 template_reviews           | id                             | integer                  | NO          | nextval('synapscale_db.template_reviews_id_seq'::regclass)
 template_reviews           | template_id                    | uuid                     | NO          | 
 template_reviews           | user_id                        | uuid                     | NO          | 
 template_reviews           | rating                         | integer                  | NO          | 
 template_reviews           | title                          | character varying        | YES         | 
 template_reviews           | comment                        | text                     | YES         | 
 template_reviews           | ease_of_use                    | integer                  | YES         | 
 template_reviews           | documentation_quality          | integer                  | YES         | 
 template_reviews           | performance                    | integer                  | YES         | 
 template_reviews           | value_for_money                | integer                  | YES         | 
 template_reviews           | is_verified_purchase           | boolean                  | YES         | 
 template_reviews           | is_helpful_count               | integer                  | YES         | 
 template_reviews           | is_reported                    | boolean                  | YES         | 
 template_reviews           | version_reviewed               | character varying        | YES         | 
 template_reviews           | created_at                     | timestamp with time zone | YES         | now()
 template_reviews           | updated_at                     | timestamp with time zone | YES         | now()
 template_reviews           | tenant_id                      | uuid                     | YES         | 
 template_usage             | id                             | integer                  | NO          | nextval('synapscale_db.template_usage_id_seq'::regclass)
 template_usage             | template_id                    | uuid                     | NO          | 
 template_usage             | user_id                        | uuid                     | NO          | 
 template_usage             | workflow_id                    | uuid                     | YES         | 
 template_usage             | usage_type                     | character varying        | NO          | 
 template_usage             | success                        | boolean                  | YES         | 
 template_usage             | template_version               | character varying        | YES         | 
 template_usage             | modifications_made             | jsonb                    | YES         | 
 template_usage             | execution_time                 | integer                  | YES         | 
 template_usage             | ip_address                     | character varying        | YES         | 
 template_usage             | user_agent                     | character varying        | YES         | 
 template_usage             | used_at                        | timestamp with time zone | YES         | now()
 template_usage             | tenant_id                      | uuid                     | YES         | 
 template_usage             | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 template_usage             | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 tenant_features            | id                             | uuid                     | NO          | gen_random_uuid()
 tenant_features            | tenant_id                      | uuid                     | NO          | 
 tenant_features            | feature_id                     | uuid                     | NO          | 
 tenant_features            | is_enabled                     | boolean                  | YES         | true
 tenant_features            | usage_count                    | integer                  | YES         | 0
 tenant_features            | limit_value                    | integer                  | YES         | 
 tenant_features            | config                         | jsonb                    | YES         | '{}'::jsonb
 tenant_features            | expires_at                     | timestamp with time zone | YES         | 
 tenant_features            | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 tenant_features            | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 tenants                    | id                             | uuid                     | NO          | gen_random_uuid()
 tenants                    | name                           | character varying        | NO          | 
 tenants                    | slug                           | character varying        | NO          | 
 tenants                    | domain                         | character varying        | YES         | 
 tenants                    | status                         | character varying        | NO          | 'active'::character varying
 tenants                    | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 tenants                    | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 tenants                    | plan_id                        | uuid                     | NO          | 
 tenants                    | theme                          | character varying        | YES         | 'light'::character varying
 tenants                    | default_language               | character varying        | YES         | 'en'::character varying
 tenants                    | timezone                       | character varying        | YES         | 'UTC'::character varying
 tenants                    | mfa_required                   | boolean                  | YES         | false
 tenants                    | session_timeout                | integer                  | YES         | 3600
 tenants                    | ip_whitelist                   | jsonb                    | YES         | '[]'::jsonb
 tenants                    | max_storage_mb                 | integer                  | YES         | 
 tenants                    | max_workspaces                 | integer                  | YES         | 
 tenants                    | max_api_calls_per_day          | integer                  | YES         | 
 tenants                    | max_members_per_workspace      | integer                  | YES         | 
 tenants                    | enabled_features               | ARRAY                    | YES         | 
 tools                      | tool_id                        | uuid                     | NO          | gen_random_uuid()
 tools                      | name                           | text                     | NO          | 
 tools                      | category                       | text                     | YES         | 
 tools                      | base_config                    | jsonb                    | NO          | '{}'::jsonb
 tools                      | tenant_id                      | uuid                     | YES         | 
 tools                      | created_at                     | timestamp with time zone | NO          | now()
 tools                      | updated_at                     | timestamp with time zone | NO          | now()
 user_behavior_metrics      | id                             | uuid                     | NO          | 
 user_behavior_metrics      | user_id                        | uuid                     | NO          | 
 user_behavior_metrics      | date                           | timestamp with time zone | NO          | 
 user_behavior_metrics      | period_type                    | character varying        | NO          | 
 user_behavior_metrics      | session_count                  | integer                  | NO          | 
 user_behavior_metrics      | total_session_duration         | integer                  | NO          | 
 user_behavior_metrics      | avg_session_duration           | double precision         | NO          | 
 user_behavior_metrics      | page_views                     | integer                  | NO          | 
 user_behavior_metrics      | unique_pages_visited           | integer                  | NO          | 
 user_behavior_metrics      | workflows_created              | integer                  | NO          | 
 user_behavior_metrics      | workflows_executed             | integer                  | NO          | 
 user_behavior_metrics      | components_used                | integer                  | NO          | 
 user_behavior_metrics      | collaborations_initiated       | integer                  | NO          | 
 user_behavior_metrics      | marketplace_purchases          | integer                  | NO          | 
 user_behavior_metrics      | revenue_generated              | double precision         | NO          | 
 user_behavior_metrics      | components_published           | integer                  | NO          | 
 user_behavior_metrics      | error_count                    | integer                  | NO          | 
 user_behavior_metrics      | support_tickets                | integer                  | NO          | 
 user_behavior_metrics      | feature_requests               | integer                  | NO          | 
 user_behavior_metrics      | engagement_score               | double precision         | NO          | 
 user_behavior_metrics      | satisfaction_score             | double precision         | NO          | 
 user_behavior_metrics      | value_score                    | double precision         | NO          | 
 user_behavior_metrics      | created_at                     | timestamp with time zone | NO          | 
 user_behavior_metrics      | updated_at                     | timestamp with time zone | NO          | 
 user_behavior_metrics      | tenant_id                      | uuid                     | YES         | 
 user_insights              | id                             | uuid                     | NO          | 
 user_insights              | user_id                        | uuid                     | NO          | 
 user_insights              | insight_type                   | character varying        | NO          | 
 user_insights              | category                       | character varying        | NO          | 
 user_insights              | priority                       | character varying        | NO          | 
 user_insights              | title                          | character varying        | NO          | 
 user_insights              | description                    | text                     | NO          | 
 user_insights              | recommendation                 | text                     | YES         | 
 user_insights              | supporting_data                | jsonb                    | YES         | 
 user_insights              | confidence_score               | double precision         | NO          | 
 user_insights              | suggested_action               | character varying        | YES         | 
 user_insights              | action_url                     | character varying        | YES         | 
 user_insights              | action_data                    | jsonb                    | YES         | 
 user_insights              | is_read                        | boolean                  | NO          | 
 user_insights              | is_dismissed                   | boolean                  | NO          | 
 user_insights              | is_acted_upon                  | boolean                  | NO          | 
 user_insights              | user_feedback                  | character varying        | YES         | 
 user_insights              | expires_at                     | timestamp with time zone | YES         | 
 user_insights              | is_evergreen                   | boolean                  | NO          | 
 user_insights              | created_at                     | timestamp with time zone | NO          | 
 user_insights              | read_at                        | timestamp with time zone | YES         | 
 user_insights              | acted_at                       | timestamp with time zone | YES         | 
 user_insights              | tenant_id                      | uuid                     | YES         | 
 user_insights              | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 user_subscriptions         | id                             | uuid                     | NO          | 
 user_subscriptions         | user_id                        | uuid                     | NO          | 
 user_subscriptions         | plan_id                        | uuid                     | NO          | 
 user_subscriptions         | started_at                     | timestamp with time zone | NO          | now()
 user_subscriptions         | expires_at                     | timestamp with time zone | YES         | 
 user_subscriptions         | cancelled_at                   | timestamp with time zone | YES         | 
 user_subscriptions         | payment_method                 | character varying        | YES         | 
 user_subscriptions         | payment_provider               | character varying        | YES         | 
 user_subscriptions         | external_subscription_id       | character varying        | YES         | 
 user_subscriptions         | billing_cycle                  | character varying        | YES         | 'monthly'::character varying
 user_subscriptions         | current_period_start           | timestamp with time zone | YES         | 
 user_subscriptions         | current_period_end             | timestamp with time zone | YES         | 
 user_subscriptions         | current_workspaces             | integer                  | NO          | 0
 user_subscriptions         | current_storage_mb             | double precision         | NO          | 0.0
 user_subscriptions         | current_executions_this_month  | integer                  | NO          | 0
 user_subscriptions         | subscription_metadata          | jsonb                    | YES         | 
 user_subscriptions         | created_at                     | timestamp with time zone | NO          | now()
 user_subscriptions         | updated_at                     | timestamp with time zone | NO          | now()
 user_subscriptions         | tenant_id                      | uuid                     | YES         | 
 user_subscriptions         | status                         | character varying        | YES         | 'active'::character varying
 user_tenant_roles          | id                             | uuid                     | NO          | gen_random_uuid()
 user_tenant_roles          | user_id                        | uuid                     | NO          | 
 user_tenant_roles          | tenant_id                      | uuid                     | NO          | 
 user_tenant_roles          | role_id                        | uuid                     | NO          | 
 user_tenant_roles          | granted_by                     | uuid                     | YES         | 
 user_tenant_roles          | granted_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 user_tenant_roles          | expires_at                     | timestamp with time zone | YES         | 
 user_tenant_roles          | is_active                      | boolean                  | YES         | true
 user_tenant_roles          | conditions                     | jsonb                    | YES         | '{}'::jsonb
 user_tenant_roles          | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 user_tenant_roles          | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 user_variables             | id                             | uuid                     | NO          | 
 user_variables             | key                            | character varying        | NO          | 
 user_variables             | value                          | text                     | NO          | 
 user_variables             | is_secret                      | boolean                  | NO          | false
 user_variables             | user_id                        | uuid                     | NO          | 
 user_variables             | created_at                     | timestamp with time zone | NO          | now()
 user_variables             | updated_at                     | timestamp with time zone | NO          | now()
 user_variables             | category                       | character varying        | YES         | 
 user_variables             | description                    | text                     | YES         | 
 user_variables             | is_encrypted                   | boolean                  | NO          | false
 user_variables             | is_active                      | boolean                  | NO          | true
 user_variables             | tenant_id                      | uuid                     | YES         | 
 users                      | id                             | uuid                     | NO          | 
 users                      | email                          | character varying        | NO          | 
 users                      | username                       | character varying        | NO          | 
 users                      | hashed_password                | character varying        | NO          | 
 users                      | full_name                      | character varying        | NO          | 
 users                      | is_active                      | boolean                  | YES         | true
 users                      | is_verified                    | boolean                  | YES         | false
 users                      | is_superuser                   | boolean                  | YES         | false
 users                      | profile_image_url              | character varying        | YES         | 
 users                      | bio                            | character varying        | YES         | 
 users                      | created_at                     | timestamp with time zone | YES         | now()
 users                      | updated_at                     | timestamp with time zone | YES         | now()
 users                      | status                         | character varying        | YES         | 'active'::character varying
 users                      | metadata                       | jsonb                    | YES         | '{}'::jsonb
 users                      | last_login_at                  | timestamp with time zone | YES         | 
 users                      | login_count                    | integer                  | YES         | 0
 users                      | failed_login_attempts          | integer                  | YES         | 0
 users                      | account_locked_until           | timestamp with time zone | YES         | 
 users                      | tenant_id                      | uuid                     | YES         | 
 webhook_logs               | id                             | uuid                     | NO          | gen_random_uuid()
 webhook_logs               | provider_id                    | uuid                     | NO          | 
 webhook_logs               | event_type                     | character varying        | NO          | 
 webhook_logs               | event_id                       | character varying        | YES         | 
 webhook_logs               | payload                        | jsonb                    | NO          | 
 webhook_logs               | headers                        | jsonb                    | YES         | '{}'::jsonb
 webhook_logs               | status                         | character varying        | YES         | 'pending'::character varying
 webhook_logs               | processed_at                   | timestamp with time zone | YES         | 
 webhook_logs               | error_message                  | text                     | YES         | 
 webhook_logs               | retry_count                    | integer                  | YES         | 0
 webhook_logs               | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 webhook_logs               | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 webhook_logs               | tenant_id                      | uuid                     | YES         | 
 workflow_connections       | id                             | uuid                     | NO          | 
 workflow_connections       | workflow_id                    | uuid                     | NO          | 
 workflow_connections       | source_node_id                 | uuid                     | NO          | 
 workflow_connections       | target_node_id                 | uuid                     | NO          | 
 workflow_connections       | source_port                    | character varying        | YES         | 
 workflow_connections       | target_port                    | character varying        | YES         | 
 workflow_connections       | created_at                     | timestamp with time zone | YES         | now()
 workflow_connections       | tenant_id                      | uuid                     | YES         | 
 workflow_connections       | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 workflow_execution_metrics | id                             | integer                  | NO          | nextval('synapscale_db.execution_metrics_id_seq'::regclass)
 workflow_execution_metrics | workflow_execution_id          | uuid                     | NO          | 
 workflow_execution_metrics | node_execution_id              | integer                  | YES         | 
 workflow_execution_metrics | metric_type                    | character varying        | NO          | 
 workflow_execution_metrics | metric_name                    | character varying        | NO          | 
 workflow_execution_metrics | value_numeric                  | integer                  | YES         | 
 workflow_execution_metrics | value_float                    | character varying        | YES         | 
 workflow_execution_metrics | value_text                     | text                     | YES         | 
 workflow_execution_metrics | value_json                     | jsonb                    | YES         | 
 workflow_execution_metrics | context                        | character varying        | YES         | 
 workflow_execution_metrics | tags                           | jsonb                    | YES         | 
 workflow_execution_metrics | measured_at                    | timestamp with time zone | YES         | now()
 workflow_execution_metrics | created_at                     | timestamp with time zone | YES         | now()
 workflow_execution_metrics | tenant_id                      | uuid                     | YES         | 
 workflow_execution_metrics | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 workflow_execution_queue   | id                             | integer                  | NO          | nextval('synapscale_db.execution_queue_id_seq'::regclass)
 workflow_execution_queue   | queue_id                       | character varying        | YES         | 
 workflow_execution_queue   | workflow_execution_id          | uuid                     | NO          | 
 workflow_execution_queue   | user_id                        | uuid                     | NO          | 
 workflow_execution_queue   | priority                       | integer                  | YES         | 
 workflow_execution_queue   | scheduled_at                   | timestamp with time zone | YES         | 
 workflow_execution_queue   | started_at                     | timestamp with time zone | YES         | 
 workflow_execution_queue   | completed_at                   | timestamp with time zone | YES         | 
 workflow_execution_queue   | status                         | character varying        | YES         | 
 workflow_execution_queue   | worker_id                      | character varying        | YES         | 
 workflow_execution_queue   | max_execution_time             | integer                  | YES         | 
 workflow_execution_queue   | retry_count                    | integer                  | YES         | 
 workflow_execution_queue   | max_retries                    | integer                  | YES         | 
 workflow_execution_queue   | meta_data                      | jsonb                    | YES         | 
 workflow_execution_queue   | created_at                     | timestamp with time zone | YES         | now()
 workflow_execution_queue   | updated_at                     | timestamp with time zone | YES         | now()
 workflow_execution_queue   | tenant_id                      | uuid                     | YES         | 
 workflow_executions        | id                             | uuid                     | NO          | 
 workflow_executions        | execution_id                   | character varying        | YES         | 
 workflow_executions        | workflow_id                    | uuid                     | NO          | 
 workflow_executions        | user_id                        | uuid                     | NO          | 
 workflow_executions        | status                         | character varying        | NO          | 'pending'::character varying
 workflow_executions        | priority                       | integer                  | YES         | 
 workflow_executions        | input_data                     | jsonb                    | YES         | 
 workflow_executions        | output_data                    | jsonb                    | YES         | 
 workflow_executions        | context_data                   | jsonb                    | YES         | 
 workflow_executions        | variables                      | jsonb                    | YES         | 
 workflow_executions        | total_nodes                    | integer                  | YES         | 
 workflow_executions        | completed_nodes                | integer                  | YES         | 
 workflow_executions        | failed_nodes                   | integer                  | YES         | 
 workflow_executions        | progress_percentage            | integer                  | YES         | 
 workflow_executions        | started_at                     | timestamp with time zone | NO          | now()
 workflow_executions        | completed_at                   | timestamp with time zone | YES         | 
 workflow_executions        | timeout_at                     | timestamp with time zone | YES         | 
 workflow_executions        | estimated_duration             | integer                  | YES         | 
 workflow_executions        | actual_duration                | integer                  | YES         | 
 workflow_executions        | execution_log                  | text                     | YES         | 
 workflow_executions        | error_message                  | text                     | YES         | 
 workflow_executions        | error_details                  | jsonb                    | YES         | 
 workflow_executions        | debug_info                     | jsonb                    | YES         | 
 workflow_executions        | retry_count                    | integer                  | YES         | 
 workflow_executions        | max_retries                    | integer                  | YES         | 
 workflow_executions        | auto_retry                     | boolean                  | YES         | 
 workflow_executions        | notify_on_completion           | boolean                  | YES         | 
 workflow_executions        | notify_on_failure              | boolean                  | YES         | 
 workflow_executions        | tags                           | jsonb                    | YES         | 
 workflow_executions        | metadata                       | json                     | YES         | 
 workflow_executions        | created_at                     | timestamp with time zone | YES         | now()
 workflow_executions        | updated_at                     | timestamp with time zone | YES         | now()
 workflow_executions        | tenant_id                      | uuid                     | YES         | 
 workflow_nodes             | id                             | uuid                     | NO          | 
 workflow_nodes             | workflow_id                    | uuid                     | NO          | 
 workflow_nodes             | node_id                        | uuid                     | NO          | 
 workflow_nodes             | instance_name                  | character varying        | YES         | 
 workflow_nodes             | position_x                     | integer                  | NO          | 
 workflow_nodes             | position_y                     | integer                  | NO          | 
 workflow_nodes             | configuration                  | jsonb                    | YES         | 
 workflow_nodes             | created_at                     | timestamp with time zone | YES         | now()
 workflow_nodes             | tenant_id                      | uuid                     | YES         | 
 workflow_nodes             | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 workflow_templates         | id                             | uuid                     | NO          | 
 workflow_templates         | name                           | character varying        | NO          | 
 workflow_templates         | description                    | text                     | YES         | 
 workflow_templates         | category                       | character varying        | NO          | 
 workflow_templates         | tags                           | jsonb                    | YES         | 
 workflow_templates         | workflow_definition            | jsonb                    | NO          | 
 workflow_templates         | preview_image                  | character varying        | YES         | 
 workflow_templates         | author_id                      | uuid                     | NO          | 
 workflow_templates         | version                        | character varying        | NO          | '1.0.0'::character varying
 workflow_templates         | is_public                      | boolean                  | NO          | false
 workflow_templates         | is_featured                    | boolean                  | NO          | false
 workflow_templates         | downloads_count                | integer                  | NO          | 0
 workflow_templates         | rating_average                 | numeric                  | NO          | 0.00
 workflow_templates         | rating_count                   | integer                  | NO          | 0
 workflow_templates         | price                          | numeric                  | NO          | 0.00
 workflow_templates         | is_free                        | boolean                  | NO          | true
 workflow_templates         | license                        | character varying        | NO          | 'MIT'::character varying
 workflow_templates         | created_at                     | timestamp with time zone | NO          | now()
 workflow_templates         | updated_at                     | timestamp with time zone | NO          | now()
 workflow_templates         | title                          | character varying        | NO          | 
 workflow_templates         | short_description              | character varying        | YES         | 
 workflow_templates         | original_workflow_id           | uuid                     | YES         | 
 workflow_templates         | status                         | character varying        | YES         | 
 workflow_templates         | is_verified                    | boolean                  | YES         | 
 workflow_templates         | license_type                   | character varying        | YES         | 
 workflow_templates         | workflow_data                  | jsonb                    | NO          | 
 workflow_templates         | nodes_data                     | jsonb                    | NO          | 
 workflow_templates         | connections_data               | jsonb                    | YES         | 
 workflow_templates         | required_variables             | jsonb                    | YES         | 
 workflow_templates         | optional_variables             | jsonb                    | YES         | 
 workflow_templates         | default_config                 | jsonb                    | YES         | 
 workflow_templates         | compatibility_version          | character varying        | YES         | 
 workflow_templates         | estimated_duration             | integer                  | YES         | 
 workflow_templates         | complexity_level               | integer                  | YES         | 
 workflow_templates         | download_count                 | integer                  | YES         | 
 workflow_templates         | usage_count                    | integer                  | YES         | 
 workflow_templates         | view_count                     | integer                  | YES         | 
 workflow_templates         | keywords                       | jsonb                    | YES         | 
 workflow_templates         | use_cases                      | jsonb                    | YES         | 
 workflow_templates         | industries                     | jsonb                    | YES         | 
 workflow_templates         | thumbnail_url                  | character varying        | YES         | 
 workflow_templates         | preview_images                 | jsonb                    | YES         | 
 workflow_templates         | demo_video_url                 | character varying        | YES         | 
 workflow_templates         | documentation                  | text                     | YES         | 
 workflow_templates         | setup_instructions             | text                     | YES         | 
 workflow_templates         | changelog                      | jsonb                    | YES         | 
 workflow_templates         | support_email                  | character varying        | YES         | 
 workflow_templates         | repository_url                 | character varying        | YES         | 
 workflow_templates         | documentation_url              | character varying        | YES         | 
 workflow_templates         | published_at                   | timestamp with time zone | YES         | 
 workflow_templates         | last_used_at                   | timestamp with time zone | YES         | 
 workflow_templates         | tenant_id                      | uuid                     | YES         | 
 workflows                  | id                             | uuid                     | NO          | 
 workflows                  | name                           | character varying        | NO          | 
 workflows                  | description                    | text                     | YES         | 
 workflows                  | definition                     | jsonb                    | NO          | 
 workflows                  | is_active                      | boolean                  | NO          | true
 workflows                  | user_id                        | uuid                     | NO          | 
 workflows                  | workspace_id                   | uuid                     | YES         | 
 workflows                  | is_public                      | boolean                  | YES         | false
 workflows                  | category                       | character varying        | YES         | 
 workflows                  | tags                           | jsonb                    | YES         | 
 workflows                  | version                        | character varying        | YES         | 
 workflows                  | thumbnail_url                  | character varying        | YES         | 
 workflows                  | downloads_count                | integer                  | YES         | 
 workflows                  | rating_average                 | integer                  | YES         | 
 workflows                  | rating_count                   | integer                  | YES         | 
 workflows                  | execution_count                | integer                  | YES         | 
 workflows                  | last_executed_at               | timestamp with time zone | YES         | 
 workflows                  | created_at                     | timestamp with time zone | NO          | now()
 workflows                  | updated_at                     | timestamp with time zone | NO          | now()
 workflows                  | tenant_id                      | uuid                     | NO          | 
 workflows                  | status                         | character varying        | YES         | 'draft'::character varying
 workflows                  | priority                       | integer                  | YES         | 1
 workflows                  | timeout_seconds                | integer                  | YES         | 3600
 workflows                  | retry_count                    | integer                  | YES         | 3
 workspace_activities       | id                             | uuid                     | NO          | 
 workspace_activities       | workspace_id                   | uuid                     | NO          | 
 workspace_activities       | user_id                        | uuid                     | NO          | 
 workspace_activities       | action                         | character varying        | NO          | 
 workspace_activities       | resource_type                  | character varying        | NO          | 
 workspace_activities       | resource_id                    | character varying        | YES         | 
 workspace_activities       | description                    | character varying        | NO          | 
 workspace_activities       | metadata                       | jsonb                    | YES         | 
 workspace_activities       | ip_address                     | character varying        | YES         | 
 workspace_activities       | user_agent                     | character varying        | YES         | 
 workspace_activities       | created_at                     | timestamp with time zone | NO          | 
 workspace_activities       | tenant_id                      | uuid                     | YES         | 
 workspace_activities       | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 workspace_activities       | meta_data                      | jsonb                    | YES         | '{}'::jsonb
 workspace_features         | id                             | uuid                     | NO          | gen_random_uuid()
 workspace_features         | workspace_id                   | uuid                     | NO          | 
 workspace_features         | feature_id                     | uuid                     | NO          | 
 workspace_features         | is_enabled                     | boolean                  | YES         | true
 workspace_features         | config                         | jsonb                    | YES         | '{}'::jsonb
 workspace_features         | usage_count                    | integer                  | YES         | 0
 workspace_features         | limit_value                    | integer                  | YES         | 
 workspace_features         | expires_at                     | timestamp with time zone | YES         | 
 workspace_features         | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 workspace_features         | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 workspace_features         | tenant_id                      | uuid                     | YES         | 
 workspace_invitations      | id                             | uuid                     | NO          | 
 workspace_invitations      | workspace_id                   | uuid                     | NO          | 
 workspace_invitations      | inviter_id                     | uuid                     | NO          | 
 workspace_invitations      | invited_user_id                | uuid                     | YES         | 
 workspace_invitations      | email                          | character varying        | NO          | 
 workspace_invitations      | message                        | text                     | YES         | 
 workspace_invitations      | token                          | character varying        | NO          | 
 workspace_invitations      | status                         | character varying        | NO          | 
 workspace_invitations      | created_at                     | timestamp with time zone | NO          | 
 workspace_invitations      | expires_at                     | timestamp with time zone | NO          | 
 workspace_invitations      | responded_at                   | timestamp with time zone | YES         | 
 workspace_invitations      | tenant_id                      | uuid                     | YES         | 
 workspace_invitations      | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 workspace_members          | id                             | integer                  | NO          | nextval('synapscale_db.workspace_members_id_seq'::regclass)
 workspace_members          | workspace_id                   | uuid                     | NO          | 
 workspace_members          | user_id                        | uuid                     | NO          | 
 workspace_members          | custom_permissions             | jsonb                    | YES         | 
 workspace_members          | status                         | character varying        | NO          | 'active'::character varying
 workspace_members          | is_favorite                    | boolean                  | NO          | false
 workspace_members          | notification_preferences       | jsonb                    | YES         | 
 workspace_members          | last_seen_at                   | timestamp with time zone | NO          | 
 workspace_members          | joined_at                      | timestamp with time zone | NO          | 
 workspace_members          | left_at                        | timestamp with time zone | YES         | 
 workspace_members          | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 workspace_members          | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 workspace_members          | tenant_id                      | uuid                     | NO          | 
 workspace_members          | role                           | character varying        | NO          | 'member'::character varying
 workspace_projects         | id                             | uuid                     | NO          | 
 workspace_projects         | workspace_id                   | uuid                     | NO          | 
 workspace_projects         | workflow_id                    | uuid                     | NO          | 
 workspace_projects         | name                           | character varying        | NO          | 
 workspace_projects         | description                    | text                     | YES         | 
 workspace_projects         | color                          | character varying        | YES         | 
 workspace_projects         | allow_concurrent_editing       | boolean                  | NO          | 
 workspace_projects         | auto_save_interval             | integer                  | YES         | 
 workspace_projects         | version_control_enabled        | boolean                  | NO          | 
 workspace_projects         | status                         | character varying        | NO          | 
 workspace_projects         | is_template                    | boolean                  | NO          | 
 workspace_projects         | is_public                      | boolean                  | NO          | 
 workspace_projects         | collaborator_count             | integer                  | NO          | 
 workspace_projects         | edit_count                     | integer                  | NO          | 
 workspace_projects         | comment_count                  | integer                  | NO          | 
 workspace_projects         | created_at                     | timestamp with time zone | NO          | 
 workspace_projects         | updated_at                     | timestamp with time zone | NO          | 
 workspace_projects         | last_edited_at                 | timestamp with time zone | NO          | 
 workspace_projects         | tenant_id                      | uuid                     | NO          | 
 workspaces                 | id                             | uuid                     | NO          | 
 workspaces                 | name                           | character varying        | NO          | 
 workspaces                 | slug                           | character varying        | NO          | 
 workspaces                 | description                    | text                     | YES         | 
 workspaces                 | avatar_url                     | character varying        | YES         | 
 workspaces                 | color                          | character varying        | YES         | 
 workspaces                 | owner_id                       | uuid                     | NO          | 
 workspaces                 | is_public                      | boolean                  | NO          | false
 workspaces                 | is_template                    | boolean                  | NO          | false
 workspaces                 | allow_guest_access             | boolean                  | NO          | false
 workspaces                 | require_approval               | boolean                  | NO          | 
 workspaces                 | max_members                    | integer                  | YES         | 
 workspaces                 | max_projects                   | integer                  | YES         | 
 workspaces                 | max_storage_mb                 | integer                  | YES         | 
 workspaces                 | enable_real_time_editing       | boolean                  | NO          | 
 workspaces                 | enable_comments                | boolean                  | NO          | 
 workspaces                 | enable_chat                    | boolean                  | NO          | 
 workspaces                 | enable_video_calls             | boolean                  | NO          | 
 workspaces                 | member_count                   | integer                  | NO          | 
 workspaces                 | project_count                  | integer                  | NO          | 
 workspaces                 | activity_count                 | integer                  | NO          | 
 workspaces                 | storage_used_mb                | double precision         | NO          | 
 workspaces                 | status                         | character varying        | NO          | 'active'::character varying
 workspaces                 | created_at                     | timestamp with time zone | NO          | now()
 workspaces                 | updated_at                     | timestamp with time zone | NO          | now()
 workspaces                 | last_activity_at               | timestamp with time zone | NO          | 
 workspaces                 | tenant_id                      | uuid                     | NO          | 
 workspaces                 | email_notifications            | boolean                  | YES         | true
